112109
9277	8571	0
482	8571	0
2107	2795	0
3590	1	0
4673	1	0
9063	8571	0
96	4696	0
5641	2795	0
4087	1	0
0	1	0
4001	8571	0
714	8571	0
118	8571	0
5641	6321	0
4148	8571	0
1410	2795	0
3897	8571	0
11188	6321	0
2778	8571	0
4697	4696	0
2279	1	0
11887	2795	0
2216	6321	0
96	6321	0
1795	2795	0
3123	4696	0
2322	1	0
5603	2795	0
4020	4696	0
5241	2795	0
8560	4696	0
5552	6321	0
5813	8571	0
2309	6321	0
3647	6321	0
1732	6321	0
6420	347	0
7572	1	0
2695	2795	0
10590	347	0
14413	1	0
314	4696	0
5752	6321	0
1024	2795	0
13725	4696	0
9040	1	0
2114	6321	0
482	6321	0
706	4696	0
2146	2795	0
1358	4696	0
5034	1	0
1043	6321	0
11704	2795	0
12756	4696	0
9341	4696	0
2418	1	0
2603	2795	0
13706	8571	0
41	2795	0
6510	8571	0
1795	4696	0
6510	1	0
314	6321	0
3308	1	0
11012	1	0
1358	2795	0
8906	8571	0
111	8571	0
3170	8571	0
3242	1	0
5241	6321	0
10708	4696	0
9274	6321	0
6023	7567	1
6116	4225	1
13753	10264	1
13548	9850	1
6037	1319	1
10738	2729	1
8570	2472	1
9025	2619	1
605	8773	1
7883	6188	1
13033	1318	1
359	358	1
10738	1977	1
6571	9448	1
8704	985	1
6278	5429	1
2559	3294	1
5911	3313	1
4451	9989	1
3531	769	1
6032	5631	1
1250	10216	1
6571	11542	1
13180	5284	1
1701	2332	1
14549	12874	1
10043	3635	1
4065	12320	1
102	8527	1
13701	10355	1
6571	6627	1
4659	11230	1
6695	10310	1
7664	956	1
11423	12840	1
8915	5678	1
13548	3712	1
80	8917	1
11694	10024	1
4473	4570	1
10998	7177	1
9460	2750	1
2003	890	1
13056	2429	1
3559	3543	1
11255	11152	1
7087	10264	1
1016	6119	1
359	10633	1
5207	1461	1
476	728	1
8567	7554	1
4312	9288	1
13548	9012	1
3384	10783	1
11694	10921	1
3066	7003	1
6443	9680	1
3740	10633	1
2964	9828	1
6116	11319	1
3862	8400	1
7532	14134	1
11694	997	1
7883	7663	1
11431	6561	1
7594	1926	1
3531	525	1
5391	9495	1
9658	7267	1
6163	9099	1
8341	11352	1
6032	10665	1
10998	2853	1
1842	4146	1
13033	1988	1
2831	9975	1
3559	1228	1
4706	11622	1
3546	5337	1
3740	1205	1
13701	11881	1
8260	5908	1
6235	4122	1
1930	12812	1
4659	2822	1
4659	6724	1
10738	5137	1
3960	10437	1
2764	5691	1
8805	8377	1
2055	3429	1
2702	2398	1
2055	6777	1
673	5421	1
5319	8771	1
605	3403	1
7873	2752	1
2370	5557	1
13177	4554	1
8062	8061	1
13554	11590	1
6130	7524	1
5772	6246	1
2370	8425	1
2370	5471	1
605	4049	1
10998	11634	1
6443	1690	1
10508	12808	1
11255	5678	1
3740	5488	1
5727	9493	1
2591	3619	1
9694	6334	1
3021	640	1
3924	9579	1
7087	1437	1
9187	519	1
9658	12464	1
12724	9852	1
6130	1690	1
5207	5443	1
2055	1620	1
5391	4635	1
11238	7772	1
10872	5678	1
965	1913	1
5391	1690	1
10998	2288	1
12966	9493	1
7363	9211	1
832	1491	1
6130	3315	1
13180	12658	1
11694	8274	1
13753	11437	1
3997	12321	1
7532	11189	1
7594	2646	1
3066	402	1
7883	8102	1
5734	5016	1
5922	2472	1
6116	6931	1
3167	9374	1
1411	13843	1
6881	2245	1
5442	10216	1
2401	2402	1
5727	6361	1
4810	3736	1
4483	10231	1
10727	1594	1
7363	3019	1
11933	3499	1
2702	12320	1
13554	6718	1
6695	5421	1
11423	10039	1
11250	13270	1
7883	12038	1
5276	7660	1
6102	12984	1
2736	2883	1
3997	12752	1
8915	12190	1
9788	12752	1
673	674	1
10998	7558	1
8023	5172	1
4931	6188	1
359	1103	1
11431	7061	1
3021	4744	1
5207	668	1
3740	11033	1
1250	3088	1
2919	10720	1
7594	109	1
7664	1572	1
9085	8258	1
9003	7665	1
7594	9165	1
3740	9599	1
1250	1249	1
9357	10633	1
80	12184	1
12966	9219	1
11431	6812	1
3924	5479	1
6571	5342	1
11250	11700	1
9548	8581	1
359	10207	1
3021	7940	1
5918	286	1
4312	7267	1
5276	3865	1
7939	2329	1
7594	7985	1
5344	2726	1
7594	6131	1
673	8730	1
2147	10373	1
11238	13920	1
9548	1979	1
8024	4894	1
297	1988	1
1250	7987	1
8024	3760	1
10872	13407	1
7724	3611	1
5391	10781	1
11843	10159	1
7594	6766	1
11185	1646	1
2736	10797	1
1411	12592	1
2055	1667	1
11843	13746	1
1080	5984	1
965	11205	1
8805	4356	1
2003	4617	1
9405	10751	1
2147	3093	1
2330	2329	1
8024	13350	1
2401	4480	1
7594	9032	1
3702	582	1
3058	6669	1
11892	6101	1
8024	12752	1
10508	10141	1
3107	10753	1
10672	3088	1
7939	7416	1
6571	287	1
10460	8736	1
9990	11782	1
672	8929	1
476	5462	1
8188	7451	1
6163	11205	1
8515	7899	1
493	890	1
8023	6533	1
359	12090	1
6571	10067	1
9539	7205	1
9373	857	1
1994	7245	1
6374	12604	1
672	11535	1
4659	11067	1
476	7205	1
3058	3059	1
4659	6591	1
6116	1326	1
6037	9273	1
7883	2994	1
7939	10645	1
10142	2032	1
1088	1566	1
5840	6604	1
9990	5678	1
13177	7988	1
6881	6372	1
6571	10310	1
1842	6201	1
605	1107	1
2401	3944	1
6379	4642	1
4473	5635	1
7353	1963	1
6130	3195	1
1411	7274	1
11678	5824	1
9548	5353	1
9875	5876	1
1952	10562	1
3058	45	1
3058	4406	1
3559	4575	1
14077	6289	1
11185	5604	1
1994	4831	1
695	5412	1
8188	10055	1
2831	10921	1
476	2221	1
4444	4443	1
7664	9272	1
11250	12119	1
8024	6160	1
8805	3705	1
2702	537	1
825	6076	1
3107	12030	1
6130	6465	1
493	8102	1
2831	8820	1
493	2592	1
6175	2252	1
11255	11372	1
673	7314	1
11255	12190	1
2401	7081	1
1930	7485	1
12152	12156	1
7939	7728	1
4659	5943	1
13753	9776	1
7007	4738	1
2401	8603	1
6116	11395	1
3531	3532	1
787	452	2
13146	5013	2
1095	845	2
4579	6759	2
4	1506	2
129	4915	2
381	9482	2
129	6308	2
635	8448	2
4579	38	2
103	13533	2
129	723	2
2384	485	2
79	316	2
2347	3305	2
79	7005	2
3381	4516	2
1094	6948	2
4	6423	2
1095	2969	2
247	5971	2
5926	3579	2
79	4718	2
635	11531	2
103	11933	2
13322	1088	2
4	12685	2
77	5883	2
7458	4550	2
743	10669	2
5858	5505	2
897	11170	2
1271	61	2
10499	4867	2
4	11982	2
1427	9610	2
7605	5524	2
635	78	2
1043	9598	2
787	4688	2
1095	1317	2
4	6247	2
1427	11179	2
414	7783	2
4	4534	2
129	9432	2
79	114	2
964	9516	2
43	313	2
103	673	2
3359	6941	2
4	1083	2
103	10825	2
129	4527	2
1095	1863	2
3036	965	2
